sample,query_id,base_id,other_id,exact,pq,absolute_relative_error,reconstruction_l2,order_inversion,adc_reference_error
3887,1644,734205,912125,1.9420229196548462,1.9303386211395264,0.0060165603645145893,0.095198094844818115,0,0
3888,4986,182879,403398,1.8272910118103027,1.8201388120651245,0.0039141001179814339,0.088813968002796173,0,8.3446502685546875e-07
3889,9871,203413,183444,1.9531333446502686,1.9257992506027222,0.013994996435940266,0.08932938426733017,0,1.3113021850585938e-06
3890,5940,593519,75168,1.7740848064422607,1.7640471458435059,0.0056579373776912689,0.083312153816223145,0,4.76837158203125e-07
3891,3892,89335,164067,1.983884334564209,1.966498851776123,0.0087633552029728889,0.08813641220331192,0,1.1920928955078125e-07
3892,5466,686156,287449,1.9590824842453003,1.9460811614990234,0.0066364347003400326,0.084130316972732544,0,9.5367431640625e-07
3893,9800,43228,123801,1.8889544010162354,1.8681119680404663,0.011033846996724606,0.087722942233085632,0,1.1920928955078125e-07
3894,77,493397,837351,1.77272629737854,1.7687318325042725,0.0022532891016453505,0.084770418703556061,0,7.152557373046875e-07
3895,3711,262113,873451,1.9190618991851807,1.9130932092666626,0.0031102122738957405,0.087392538785934448,0,1.1920928955078125e-07
3896,6031,197245,902060,1.8566309213638306,1.8298479318618774,0.014425585977733135,0.094781503081321716,1,1.1920928955078125e-07
3897,6010,850868,566034,1.7550457715988159,1.7487356662750244,0.0035954078193753958,0.087325677275657654,0,2.384185791015625e-07
3898,4936,811247,523508,1.7582764625549316,1.7366119623184204,0.012321441434323788,0.083227470517158508,0,3.5762786865234375e-07
3899,696,203014,436327,1.6304287910461426,1.6182080507278442,0.0074954149313271046,0.084523841738700867,0,1.1920928955078125e-07
3900,1560,750829,628110,1.8265924453735352,1.8060539960861206,0.011244133114814758,0.087473176419734955,0,1.0728836059570312e-06
3901,8332,143171,509240,1.7484698295593262,1.7382487058639526,0.005845753476023674,0.08759453147649765,0,1.1920928955078125e-07
3902,674,276188,682787,1.774107813835144,1.7737957239151001,0.00017591372306924313,0.089491337537765503,0,1.0728836059570312e-06
3903,238,107392,925184,2.0583205223083496,2.0530965328216553,0.002537986496463418,0.088943220674991608,0,1.1920928955078125e-06
3904,2208,311672,486768,1.6278796195983887,1.6240715980529785,0.0023392525035887957,0.092977903783321381,0,1.430511474609375e-06
3905,6031,194741,342264,1.9782624244689941,1.963679313659668,0.0073716766200959682,0.089923225343227386,0,0
3906,8226,68677,105963,1.811445951461792,1.7995434999465942,0.0065706907771527767,0.089198984205722809,0,1.1920928955078125e-07
3907,7208,214716,211986,1.7206135988235474,1.711010217666626,0.0055813700892031193,0.084956839680671692,0,7.152557373046875e-07
3908,4857,765190,302630,1.9828798770904541,1.9596496820449829,0.01171538233757019,0.088029079139232635,0,1.3113021850585938e-06
3909,3999,405632,841721,1.8670011758804321,1.8510960340499878,0.0085190851241350174,0.087219446897506714,0,8.3446502685546875e-07
3910,6887,705610,300078,1.7705377340316772,1.7479656934738159,0.012748692184686661,0.082862615585327148,0,1.0728836059570312e-06
3911,3984,322899,64815,1.9456812143325806,1.9255228042602539,0.010360592044889927,0.082211367785930634,0,5.9604644775390625e-07
3912,8578,641697,725879,1.6944007873535156,1.6809177398681641,0.0079574137926101685,0.086888737976551056,0,5.9604644775390625e-07
3913,3659,490198,747819,1.9748184680938721,1.9630160331726074,0.005976465530693531,0.090017437934875488,0,4.76837158203125e-07
3914,7525,736805,255578,1.8709448575973511,1.8589425086975098,0.006415126845240593,0.092702940106391907,0,0
3915,3878,453568,125932,1.7563953399658203,1.7501083612442017,0.003579478245228529,0.083700694143772125,0,1.1920928955078125e-07
3916,3134,242374,614896,1.8033645153045654,1.7881710529327393,0.0084250643849372864,0.08742484450340271,0,1.3113021850585938e-06
3917,6780,48213,475320,1.7449951171875,1.7237571477890015,0.012170789763331413,0.087814606726169586,0,2.384185791015625e-07
3918,4557,190321,743702,1.9270220994949341,1.9094685316085815,0.0091091683134436607,0.089062593877315521,0,3.5762786865234375e-07
3919,4717,533641,271158,1.875124454498291,1.8601282835006714,0.0079974271357059479,0.093151889741420746,0,3.5762786865234375e-07
3920,5740,631174,425326,1.6029033660888672,1.6041743755340576,0.00079294200986623764,0.085373520851135254,0,0
3921,1102,413914,343842,1.8326050043106079,1.8240134716033936,0.0046881530433893204,0.086750417947769165,0,1.9073486328125e-06
3922,3243,901319,838398,1.9085429906845093,1.8801229000091553,0.014890988357365131,0.094899050891399384,0,2.384185791015625e-07
3923,8283,594156,605917,1.8284522294998169,1.8123047351837158,0.0088312365114688873,0.085785858333110809,0,3.5762786865234375e-07
3924,1544,378953,778004,1.8546242713928223,1.857290506362915,0.0014376146718859673,0.085345499217510223,1,1.1920928955078125e-07
3925,9869,171075,378260,1.940737247467041,1.9178508520126343,0.011792629957199097,0.088610760867595673,0,1.1920928955078125e-07
3926,942,626317,404312,1.9323296546936035,1.9153697490692139,0.0087769217789173126,0.084588728845119476,0,7.152557373046875e-07
3927,4264,147228,824258,1.6644439697265625,1.6567821502685547,0.004603230394423008,0.084526464343070984,0,1.1920928955078125e-06
3928,5273,514123,641397,2.0342245101928711,2.0274481773376465,0.0033311627339571714,0.08794054388999939,0,0
3929,4400,937516,412257,1.8581298589706421,1.8398175239562988,0.0098552508279681206,0.087580591440200806,0,0
3930,605,125797,183375,1.8762209415435791,1.8744038343429565,0.00096849317196756601,0.084753751754760742,0,4.76837158203125e-07
3931,240,355324,385804,1.895665168762207,1.8901717662811279,0.0028978758491575718,0.087237924337387085,0,2.384185791015625e-07
3932,6795,265930,857249,1.8917720317840576,1.8748079538345337,0.0089672952890396118,0.088166147470474243,0,3.5762786865234375e-07
3933,9287,651356,398973,1.9158422946929932,1.9054914712905884,0.0054027535952627659,0.086286365985870361,0,1.1920928955078125e-06
3934,8599,904974,307164,1.7479550838470459,1.7278066873550415,0.011526838876307011,0.093970738351345062,0,4.76837158203125e-07
3935,5123,21960,128991,1.8329703807830811,1.8120574951171875,0.011409287340939045,0.089394949376583099,0,3.5762786865234375e-07
3936,1701,157576,818332,1.775113582611084,1.7778499126434326,0.0015414957888424397,0.085040904581546783,0,2.384185791015625e-07
3937,7554,453754,22665,1.8261637687683105,1.7989470958709717,0.014903741888701916,0.094098709523677826,0,3.5762786865234375e-07
3938,7697,605504,965878,1.6777607202529907,1.6645419597625732,0.0078788110986351967,0.088392078876495361,0,4.76837158203125e-07
3939,1106,215739,535304,1.9491863250732422,1.9216959476470947,0.014103514142334461,0.088777527213096619,0,3.5762786865234375e-07
3940,6743,223998,243753,1.8212407827377319,1.8006348609924316,0.011314221657812595,0.09501880407333374,0,3.5762786865234375e-07
3941,6275,192472,162716,1.5451946258544922,1.5315721035003662,0.008816055953502655,0.084559455513954163,0,7.152557373046875e-07
3942,8183,43174,679806,1.8064745664596558,1.7835034132003784,0.012716013006865978,0.084673568606376648,0,1.1920928955078125e-07
3943,8551,706801,259394,1.9179368019104004,1.9079165458679199,0.0052244975231587887,0.088204808533191681,0,3.5762786865234375e-07
3944,7329,532659,230232,1.717011570930481,1.6993337869644165,0.010295669548213482,0.087532348930835724,0,2.384185791015625e-07
3945,4329,17638,666500,1.631453275680542,1.6147503852844238,0.010238043963909149,0.090217918157577515,0,8.3446502685546875e-07
3946,2850,770282,242870,1.8270332813262939,1.8216549158096313,0.002943769795820117,0.084910422563552856,0,3.5762786865234375e-07
3947,8633,424334,600903,1.7117645740509033,1.7108902931213379,0.00051074835937470198,0.085548140108585358,0,2.1457672119140625e-06
3948,9863,397659,211562,1.8501189947128296,1.842432975769043,0.0041543375700712204,0.087389111518859863,0,2.384185791015625e-07
3949,6316,144573,589969,1.8334946632385254,1.8157422542572021,0.0096822800114750862,0.087279938161373138,0,3.5762786865234375e-07
