ef_search,feature,bin,count,min_x,max_x,mean_x,mean_loss,query_standard_error,mean_disagreement,harmful_fraction
64,candidate_count,8,997,1223,1282,1249.8375125376128,0.08856569709127383,0.002579953915935804,0.12467402206619858,0.6469408224674023
64,candidate_count,9,1014,1283,1739,1352.1528599605522,0.08579881656804733,0.002708522340923174,0.1304733727810651,0.6045364891518737
128,candidate_mae,0,1000,273.73407962422976,991.3879849554953,823.3530695568644,0.127,0.002908514992132491,0.13,0.81
128,candidate_mae,1,1000,991.3884199864956,1118.4144247731854,1059.5637628820011,0.1194,0.0026211658685612615,0.12589999999999998,0.818
128,candidate_mae,2,1000,1118.583386195691,1204.5210659361217,1162.479675685612,0.11670000000000001,0.0027310380020366923,0.1239,0.788
128,candidate_mae,3,1000,1204.6330117984694,1278.1756635461218,1242.25467012731,0.10860000000000002,0.002555889780990677,0.1195,0.77
128,candidate_mae,4,1000,1278.3090141418784,1347.7983967935872,1313.4926606833603,0.11400000000000003,0.0026326661259891905,0.1235,0.775
128,candidate_mae,5,1000,1347.8380498581012,1418.2198516432975,1383.7297160912062,0.115,0.0027789787193720507,0.12359999999999997,0.767
128,candidate_mae,6,1000,1418.256928203929,1492.8969746438263,1455.244148451319,0.11120000000000002,0.0028217942027232465,0.1225,0.754
128,candidate_mae,7,1000,1492.898255164529,1577.6511677893361,1532.9577100038593,0.11280000000000001,0.0026576725199360476,0.12219999999999999,0.772
128,candidate_mae,8,1000,1577.6520343937286,1703.7334633574965,1635.489275045957,0.11230000000000001,0.00266567361389496,0.1211,0.77
128,candidate_mae,9,1000,1703.8679526593996,3551.4258291794476,1882.9534507954656,0.10480000000000002,0.002661586753056162,0.1137,0.74
128,relative_boundary_margin,0,1000,0.0,0.0008814156891992677,0.00038525781422226813,0.13510000000000003,0.002871626061352041,0.15469999999999998,0.838
128,relative_boundary_margin,1,1000,0.0008815912722464047,0.001999818198345605,0.0014226650812148918,0.13670000000000002,0.0028268535690942854,0.1488,0.86
